record_id_coga,record_id_pos,destinataire,salle,date
369,,lieu_12,,2020-07-21 13:39:18
370,,lieu_12,,2020-07-21 13:39:18
371,,lieu_12,,2020-07-21 13:39:18
373,,lieu_12,,2020-07-21 13:39:18
374,,lieu_12,,2020-07-21 13:39:18
375,,lieu_12,,2020-07-21 13:39:18
376,,lieu_12,,2020-07-21 13:39:18
377,,lieu_12,,2020-07-21 13:39:18
378,,lieu_12,,2020-07-21 13:39:18
379,,lieu_12,,2020-07-21 13:39:18
380,,lieu_12,,2020-07-21 13:39:18
381,,lieu_12,,2020-07-21 13:39:18
382,,lieu_12,,2020-07-21 13:39:18
384,,lieu_12,,2020-07-21 13:39:18
385,,lieu_12,,2020-07-21 13:39:18
386,,lieu_12,,2020-07-21 13:39:18
387,,lieu_12,,2020-07-21 13:39:18
388,,lieu_12,,2020-07-21 13:39:18
389,,lieu_12,,2020-07-21 13:39:18
390,,lieu_12,,2020-07-21 13:39:18
391,,lieu_12,,2020-07-21 13:39:18
392,,lieu_12,,2020-07-21 13:39:18
393,,lieu_12,,2020-07-21 13:39:18
395,,lieu_12,,2020-07-21 13:39:18
396,,lieu_12,,2020-07-21 13:39:18
397,,lieu_12,,2020-07-21 13:39:18
398,,lieu_12,,2020-07-21 13:39:18
399,,lieu_12,,2020-07-21 13:39:18
400,,lieu_12,,2020-07-21 13:39:18
401,,lieu_12,,2020-07-21 13:39:18
402,,lieu_12,,2020-07-21 13:39:18
403,,lieu_12,,2020-07-21 13:39:18
404,,lieu_12,,2020-07-21 13:39:18
3,,lieu_12,,2020-07-21 13:39:18
4,,lieu_12,,2020-07-21 13:39:18
5,,lieu_12,,2020-07-21 13:39:18
34,,lieu_2,,2020-07-15 13:32:04
35,,lieu_2,,2020-07-15 13:32:04
36,,lieu_2,,2020-07-15 13:42:04
37,,lieu_2,,2020-07-15 13:58:04
38,,lieu_2,,2020-07-15 13:32:04
39,,lieu_2,,2020-07-15 13:42:04
40,,lieu_2,,2020-07-15 13:58:04
41,,lieu_5,,2020-07-26 05:48:38
43,,lieu_5,,2020-07-26 05:48:38
44,,lieu_5,,2020-07-26 05:49:38
45,,lieu_5,,2020-07-26 06:14:38
46,,lieu_5,,2020-07-26 06:15:38
47,,lieu_5,,2020-07-26 06:16:38
48,,lieu_5,,2020-07-26 06:16:38
49,,lieu_5,,2020-07-26 06:19:38
50,,lieu_5,,2020-07-26 06:19:38
51,,lieu_5,,2020-07-26 06:20:38
52,,lieu_5,,2020-07-26 06:20:38
54,,lieu_5,,2020-07-26 06:20:38
55,,lieu_5,,2020-07-26 06:20:38
56,,lieu_5,,2020-07-26 06:21:38
57,,lieu_5,,2020-07-26 06:21:38
58,,lieu_5,,2020-07-26 06:22:38
59,,lieu_5,,2020-07-26 06:23:38
60,,lieu_5,,2020-07-26 06:23:38
61,,lieu_5,,2020-07-26 06:24:38
62,,lieu_5,,2020-07-26 06:24:38
63,,lieu_5,,2020-07-26 06:27:38
65,,lieu_5,,2020-07-26 06:29:38
66,,lieu_5,,2020-07-26 06:30:38
67,,lieu_5,,2020-07-26 06:30:38
68,,lieu_5,,2020-07-26 06:50:38
69,,lieu_5,,2020-07-26 06:51:38
70,,lieu_5,,2020-07-26 06:55:38
71,,lieu_5,,2020-07-26 06:56:38
72,,lieu_5,,2020-07-26 06:56:38
73,,lieu_5,,2020-07-26 06:56:38
74,,lieu_5,,2020-07-26 07:01:38
76,,lieu_5,,2020-07-26 07:02:38
77,,lieu_5,,2020-07-26 07:04:38
78,,lieu_5,,2020-07-26 07:05:38
79,,lieu_5,,2020-07-26 07:05:38
80,,lieu_5,,2020-07-26 07:06:38
81,,lieu_5,,2020-07-26 07:08:38
82,,lieu_5,,2020-07-26 07:10:38
83,,lieu_5,,2020-07-26 07:11:38
84,,lieu_5,,2020-07-26 07:13:38
85,,lieu_5,,2020-07-26 07:15:38
87,,lieu_5,,2020-07-26 07:15:38
88,,lieu_5,,2020-07-26 07:15:38
89,,lieu_5,,2020-07-26 07:17:38
90,,lieu_5,,2020-07-26 07:17:38
91,,lieu_5,,2020-07-26 07:19:38
92,,lieu_5,,2020-07-26 07:19:38
93,,lieu_5,,2020-07-26 07:20:38
94,,lieu_5,,2020-07-26 07:20:38
95,,lieu_5,,2020-07-26 07:21:38
96,,lieu_5,,2020-07-26 07:21:38
98,,lieu_5,,2020-07-26 07:22:38
99,,lieu_5,,2020-07-26 07:22:38
100,,lieu_5,,2020-07-26 07:22:38
101,,lieu_5,,2020-07-26 07:23:38
102,,lieu_5,,2020-07-26 07:23:38
103,,lieu_5,,2020-07-26 07:23:38
104,,lieu_5,,2020-07-26 07:24:38
105,,lieu_5,,2020-07-26 07:26:38
106,,lieu_5,,2020-07-26 07:27:38
107,,lieu_5,,2020-07-26 07:27:38
109,,lieu_5,,2020-07-26 07:27:38
110,,lieu_5,,2020-07-26 07:28:38
111,,lieu_5,,2020-07-26 07:29:38
112,,lieu_5,,2020-07-26 07:30:38
113,,lieu_5,,2020-07-26 07:30:38
114,,lieu_5,,2020-07-26 07:31:38
115,,lieu_5,,2020-07-26 07:31:38
116,,lieu_5,,2020-07-26 07:31:38
117,,lieu_5,,2020-07-26 07:31:38
118,,lieu_5,,2020-07-26 07:32:38
121,,lieu_5,,2020-07-26 07:32:38
122,,lieu_5,,2020-07-26 07:33:38
123,,lieu_5,,2020-07-26 07:33:38
124,,lieu_5,,2020-07-26 07:33:38
125,,lieu_5,,2020-07-26 07:34:38
126,,lieu_5,,2020-07-26 07:34:38
127,,lieu_5,,2020-07-26 07:34:38
128,,lieu_5,,2020-07-26 07:35:38
129,,lieu_5,,2020-07-26 07:35:38
130,,lieu_5,,2020-07-26 07:36:38
132,,lieu_5,,2020-07-26 07:36:38
133,,lieu_5,,2020-07-26 07:38:38
134,,lieu_5,,2020-07-26 07:38:38
135,,lieu_5,,2020-07-26 07:38:38
136,,lieu_5,,2020-07-26 07:39:38
137,,lieu_5,,2020-07-26 07:40:38
138,,lieu_5,,2020-07-26 07:40:38
139,,lieu_5,,2020-07-26 07:41:38
140,,lieu_5,,2020-07-26 07:42:38
141,,lieu_5,,2020-07-26 07:43:38
143,,lieu_5,,2020-07-26 07:43:38
144,,lieu_5,,2020-07-26 07:43:38
145,,lieu_5,,2020-07-26 07:44:38
146,,lieu_5,,2020-07-26 07:44:38
147,,lieu_5,,2020-07-26 07:45:38
148,,lieu_5,,2020-07-26 07:46:38
149,,lieu_5,,2020-07-26 07:47:38
150,,lieu_5,,2020-07-26 07:47:38
151,,lieu_5,,2020-07-26 07:48:38
152,,lieu_5,,2020-07-26 07:48:38
154,,lieu_5,,2020-07-26 07:49:38
155,,lieu_5,,2020-07-26 07:49:38
156,,lieu_5,,2020-07-26 07:50:38
157,,lieu_5,,2020-07-26 07:50:38
158,,lieu_5,,2020-07-26 07:51:38
159,,lieu_5,,2020-07-26 07:51:38
160,,lieu_5,,2020-07-26 07:51:38
161,,lieu_5,,2020-07-26 07:52:38
162,,lieu_5,,2020-07-26 07:55:38
163,,lieu_5,,2020-07-26 07:55:38
165,,lieu_5,,2020-07-26 07:56:38
166,,lieu_5,,2020-07-26 07:56:38
167,,lieu_5,,2020-07-26 07:56:38
168,,lieu_5,,2020-07-26 07:56:38
169,,lieu_5,,2020-07-26 07:57:38
170,,lieu_5,,2020-07-26 07:57:38
171,,lieu_5,,2020-07-26 07:57:38
172,,lieu_5,,2020-07-26 07:58:38
173,,lieu_5,,2020-07-26 07:58:38
174,,lieu_5,,2020-07-26 07:58:38
176,,lieu_5,,2020-07-26 07:59:38
177,,lieu_5,,2020-07-26 07:59:38
178,,lieu_5,,2020-07-26 08:00:38
179,,lieu_5,,2020-07-26 08:01:38
180,,lieu_5,,2020-07-26 08:02:38
181,,lieu_5,,2020-07-26 08:02:38
182,,lieu_5,,2020-07-26 08:03:38
183,,lieu_5,,2020-07-26 08:03:38
184,,lieu_5,,2020-07-26 08:04:38
185,,lieu_5,,2020-07-26 08:04:38
187,,lieu_5,,2020-07-26 08:05:38
188,,lieu_5,,2020-07-26 08:05:38
189,,lieu_5,,2020-07-26 08:06:38
190,,lieu_5,,2020-07-26 08:06:38
191,,lieu_5,,2020-07-26 08:06:38
192,,lieu_5,,2020-07-26 08:07:38
193,,lieu_5,,2020-07-26 08:08:38
194,,lieu_5,,2020-07-26 08:08:38
195,,lieu_5,,2020-07-26 08:08:38
196,,lieu_5,,2020-07-26 08:08:38
198,,lieu_5,,2020-07-26 08:09:38
199,,lieu_5,,2020-07-26 08:10:38
200,,lieu_5,,2020-07-26 08:10:38
201,,lieu_5,,2020-07-26 08:10:38
202,,lieu_5,,2020-07-26 08:10:38
203,,lieu_5,,2020-07-26 08:11:38
204,,lieu_5,,2020-07-26 08:12:38
205,,lieu_5,,2020-07-26 08:13:38
206,,lieu_5,,2020-07-26 08:13:38
207,,lieu_5,,2020-07-26 08:13:38
209,,lieu_5,,2020-07-26 08:13:38
210,,lieu_5,,2020-07-26 08:14:38
211,,lieu_5,,2020-07-26 08:14:38
212,,lieu_5,,2020-07-26 08:14:38
213,,lieu_5,,2020-07-26 08:15:38
214,,lieu_5,,2020-07-26 08:15:38
215,,lieu_5,,2020-07-26 08:16:38
216,,lieu_5,,2020-07-26 08:16:38
217,,lieu_5,,2020-07-26 08:16:38
218,,lieu_5,,2020-07-26 08:16:38
220,,lieu_5,,2020-07-26 08:16:38
221,,lieu_5,,2020-07-26 08:17:38
222,,lieu_5,,2020-07-26 08:20:38
223,,lieu_5,,2020-07-26 08:20:38
224,,lieu_5,,2020-07-26 08:21:38
225,,lieu_5,,2020-07-26 08:22:38
226,,lieu_5,,2020-07-26 08:23:38
227,,lieu_5,,2020-07-26 08:23:38
228,,lieu_5,,2020-07-26 08:24:38
229,,lieu_5,,2020-07-26 08:24:38
232,,lieu_5,,2020-07-26 08:24:38
233,,lieu_5,,2020-07-26 08:27:38
234,,lieu_5,,2020-07-26 08:27:38
235,,lieu_5,,2020-07-26 08:28:38
236,,lieu_5,,2020-07-26 08:28:38
237,,lieu_5,,2020-07-26 08:28:38
238,,lieu_5,,2020-07-26 08:28:38
239,,lieu_5,,2020-07-26 08:29:38
240,,lieu_5,,2020-07-26 08:30:38
241,,lieu_5,,2020-07-26 08:30:38
243,,lieu_5,,2020-07-26 08:30:38
244,,lieu_5,,2020-07-26 08:31:38
245,,lieu_5,,2020-07-26 08:32:38
246,,lieu_5,,2020-07-26 08:33:38
247,,lieu_5,,2020-07-26 08:33:38
248,,lieu_5,,2020-07-26 08:34:38
249,,lieu_5,,2020-07-26 08:34:38
250,,lieu_5,,2020-07-26 08:35:38
251,,lieu_5,,2020-07-26 08:36:38
252,,lieu_5,,2020-07-26 08:38:38
254,,lieu_5,,2020-07-26 08:39:38
255,,lieu_5,,2020-07-26 08:39:38
256,,lieu_5,,2020-07-26 08:40:38
257,,lieu_5,,2020-07-26 08:41:38
258,,lieu_5,,2020-07-26 08:42:38
259,,lieu_5,,2020-07-26 08:42:38
260,,lieu_5,,2020-07-26 08:43:38
261,,lieu_5,,2020-07-26 08:43:38
262,,lieu_5,,2020-07-26 08:44:38
263,,lieu_5,,2020-07-26 08:44:38
265,,lieu_5,,2020-07-26 08:45:38
266,,lieu_5,,2020-07-26 08:46:38
267,,lieu_5,,2020-07-26 08:47:38
268,,lieu_5,,2020-07-26 08:47:38
269,,lieu_5,,2020-07-26 08:48:38
270,,lieu_5,,2020-07-26 08:48:38
271,,lieu_5,,2020-07-26 08:48:38
272,,lieu_5,,2020-07-26 08:50:38
273,,lieu_5,,2020-07-26 08:50:38
274,,lieu_5,,2020-07-26 08:50:38
276,,lieu_5,,2020-07-26 08:50:38
277,,lieu_5,,2020-07-26 08:51:38
278,,lieu_5,,2020-07-26 08:51:38
279,,lieu_5,,2020-07-26 08:52:38
280,,lieu_5,,2020-07-26 08:52:38
281,,lieu_5,,2020-07-26 08:53:38
282,,lieu_5,,2020-07-26 08:53:38
283,,lieu_5,,2020-07-26 08:55:38
284,,lieu_5,,2020-07-26 08:56:38
285,,lieu_5,,2020-07-26 08:56:38
287,,lieu_5,,2020-07-26 09:00:38
288,,lieu_5,,2020-07-26 09:00:38
289,,lieu_5,,2020-07-26 09:02:38
290,,lieu_5,,2020-07-26 09:04:38
291,,lieu_5,,2020-07-26 09:06:38
292,,lieu_5,,2020-07-26 09:08:38
293,,lieu_5,,2020-07-26 09:09:38
294,,lieu_5,,2020-07-26 09:10:38
295,,lieu_5,,2020-07-26 09:10:38
296,,lieu_5,,2020-07-26 09:11:38
298,,lieu_5,,2020-07-26 09:11:38
299,,lieu_5,,2020-07-26 09:12:38
300,,lieu_5,,2020-07-26 09:13:38
301,,lieu_5,,2020-07-26 09:15:38
302,,lieu_5,,2020-07-26 09:15:38
303,,lieu_5,,2020-07-26 09:16:38
304,,lieu_5,,2020-07-26 09:18:38
305,,lieu_5,,2020-07-26 09:20:38
306,,lieu_5,,2020-07-26 09:20:38
307,,lieu_5,,2020-07-26 09:22:38
309,,lieu_5,,2020-07-26 09:24:38
310,,lieu_5,,2020-07-26 09:27:38
311,,lieu_5,,2020-07-26 09:27:38
312,,lieu_5,,2020-07-26 09:28:38
313,,lieu_5,,2020-07-26 09:29:38
314,,lieu_5,,2020-07-26 09:30:38
315,,lieu_5,,2020-07-26 09:31:38
316,,lieu_5,,2020-07-26 09:32:38
317,,lieu_5,,2020-07-26 09:33:38
318,,lieu_5,,2020-07-26 09:35:38
320,,lieu_5,,2020-07-26 09:35:38
321,,lieu_5,,2020-07-26 09:36:38
322,,lieu_5,,2020-07-26 09:37:38
323,,lieu_5,,2020-07-26 09:38:38
324,,lieu_5,,2020-07-26 09:40:38
325,,lieu_5,,2020-07-26 09:40:38
326,,lieu_5,,2020-07-26 09:41:38
327,,lieu_5,,2020-07-26 09:43:38
328,,lieu_5,,2020-07-26 09:44:38
329,,lieu_5,,2020-07-26 09:44:38
331,,lieu_5,,2020-07-26 09:47:38
332,,lieu_5,,2020-07-26 09:47:38
333,,lieu_5,,2020-07-26 09:54:38
334,,lieu_5,,2020-07-26 09:56:38
335,,lieu_5,,2020-07-26 09:57:38
336,,lieu_5,,2020-07-26 09:59:38
337,,lieu_5,,2020-07-26 10:00:38
338,,lieu_5,,2020-07-26 10:06:38
9,,lieu_3,,2020-08-28 16:36:35
10,,lieu_3,,2020-08-28 16:36:35
11,,lieu_3,,2020-08-28 16:53:35
12,,lieu_3,,2020-08-28 17:06:35
13,,lieu_3,,2020-08-30 17:56:35
14,,lieu_14,,2020-08-24 06:48:56
15,,lieu_14,,2020-08-24 06:48:56
16,,lieu_14,,2020-08-24 06:49:56
17,,lieu_14,,2020-08-24 06:50:56
18,,lieu_14,,2020-08-24 06:50:56
19,,lieu_14,,2020-08-24 06:51:56
20,,lieu_14,,2020-08-24 06:53:56
21,,lieu_14,,2020-08-24 06:53:56
22,,lieu_14,,2020-08-24 06:53:56
23,,lieu_14,,2020-08-24 06:58:56
24,,lieu_14,,2020-08-24 07:28:56
25,,lieu_14,,2020-08-24 07:31:56
26,,lieu_14,,2020-08-24 07:32:56
27,,lieu_14,,2020-08-24 07:32:56
28,,lieu_14,,2020-08-24 07:37:56
29,,lieu_14,,2020-08-24 07:39:56
30,,lieu_14,,2020-08-24 07:50:56
31,,lieu_14,,2020-08-24 08:52:56
32,,lieu_14,,2020-08-24 08:52:56
33,,lieu_14,,2020-08-24 08:55:56
405,,lieu_1,,2020-07-12 20:27:47
416,,lieu_1,,2020-07-12 20:27:47
422,,lieu_1,,2020-07-12 20:27:47
427,,lieu_1,,2020-07-12 20:27:47
433,,lieu_1,,2020-07-12 20:27:47
439,,lieu_1,,2020-07-12 20:27:47
444,,lieu_1,,2020-07-12 20:27:47
406,,lieu_1,,2020-07-12 20:27:47
407,,lieu_1,,2020-07-12 20:27:47
408,,lieu_1,,2020-07-12 20:27:47
409,,lieu_1,,2020-07-12 20:27:47
410,,lieu_1,,2020-07-12 20:27:47
411,,lieu_1,,2020-07-12 20:27:47
412,,lieu_1,,2020-07-12 20:27:47
413,,lieu_1,,2020-07-12 20:27:47
414,,lieu_1,,2020-07-12 20:27:47
415,,lieu_1,,2020-07-12 20:27:47
417,,lieu_1,,2020-07-12 20:27:47
418,,lieu_1,,2020-07-12 20:27:47
419,,lieu_1,,2020-07-12 20:27:47
420,,lieu_1,,2020-07-12 20:27:47
421,,lieu_1,,2020-07-12 20:27:47
423,,lieu_1,,2020-07-12 20:27:47
424,,lieu_1,,2020-07-12 20:27:47
425,,lieu_1,,2020-07-12 20:27:47
426,,lieu_1,,2020-07-12 20:27:47
428,,lieu_1,,2020-07-12 20:27:47
429,,lieu_1,,2020-07-12 20:27:47
430,,lieu_1,,2020-07-12 20:27:47
431,,lieu_1,,2020-07-12 20:27:47
432,,lieu_1,,2020-07-12 20:27:47
434,,lieu_1,,2020-07-12 20:27:47
435,,lieu_1,,2020-07-12 20:27:47
436,,lieu_1,,2020-07-12 20:27:47
437,,lieu_1,,2020-07-12 20:27:47
438,,lieu_1,,2020-07-12 20:27:47
440,,lieu_1,,2020-07-12 20:27:47
441,,lieu_1,,2020-07-12 20:27:47
442,,lieu_1,,2020-07-12 20:27:47
443,,lieu_1,,2020-07-12 20:27:47
445,,lieu_4,,2020-07-12 10:31:06
459,,lieu_4,,2020-07-12 10:31:06
470,,lieu_4,,2020-07-12 10:31:06
481,,lieu_4,,2020-07-12 10:31:06
492,,lieu_4,,2020-07-12 10:31:06
503,,lieu_4,,2020-07-12 10:31:06
514,,lieu_4,,2020-07-12 10:31:06
525,,lieu_4,,2020-07-12 10:31:06
536,,lieu_4,,2020-07-12 10:31:06
446,,lieu_4,,2020-07-12 10:31:06
450,,lieu_4,,2020-07-12 10:31:06
451,,lieu_4,,2020-07-12 10:31:06
452,,lieu_4,,2020-07-12 10:31:06
453,,lieu_4,,2020-07-12 10:31:06
454,,lieu_4,,2020-07-12 10:31:06
455,,lieu_4,,2020-07-12 10:31:06
456,,lieu_4,,2020-07-12 10:31:06
457,,lieu_4,,2020-07-12 10:31:06
458,,lieu_4,,2020-07-12 10:31:06
460,,lieu_4,,2020-07-12 10:31:06
461,,lieu_4,,2020-07-12 10:31:06
462,,lieu_4,,2020-07-12 10:31:06
463,,lieu_4,,2020-07-12 10:31:06
464,,lieu_4,,2020-07-12 10:31:06
465,,lieu_4,,2020-07-12 10:31:06
466,,lieu_4,,2020-07-12 10:31:06
467,,lieu_4,,2020-07-12 10:31:06
468,,lieu_4,,2020-07-12 10:31:06
469,,lieu_4,,2020-07-12 10:31:06
471,,lieu_4,,2020-07-12 10:31:06
472,,lieu_4,,2020-07-12 10:31:06
473,,lieu_4,,2020-07-12 10:31:06
474,,lieu_4,,2020-07-12 10:31:06
475,,lieu_4,,2020-07-12 10:31:06
476,,lieu_4,,2020-07-12 10:31:06
477,,lieu_4,,2020-07-12 10:31:06
478,,lieu_4,,2020-07-12 10:31:06
479,,lieu_4,,2020-07-12 10:31:06
480,,lieu_4,,2020-07-12 10:31:06
482,,lieu_4,,2020-07-12 10:31:06
483,,lieu_4,,2020-07-12 10:31:06
484,,lieu_4,,2020-07-12 10:31:06
485,,lieu_4,,2020-07-12 10:31:06
486,,lieu_4,,2020-07-12 10:31:06
487,,lieu_4,,2020-07-12 10:31:06
488,,lieu_4,,2020-07-12 10:31:06
489,,lieu_4,,2020-07-12 10:31:06
490,,lieu_4,,2020-07-12 10:31:06
491,,lieu_4,,2020-07-12 10:31:06
493,,lieu_4,,2020-07-12 10:31:06
494,,lieu_4,,2020-07-12 10:31:06
495,,lieu_4,,2020-07-12 10:31:06
496,,lieu_4,,2020-07-12 10:31:06
497,,lieu_4,,2020-07-12 10:31:06
498,,lieu_4,,2020-07-12 10:31:06
499,,lieu_4,,2020-07-12 10:31:06
500,,lieu_4,,2020-07-12 10:31:06
501,,lieu_4,,2020-07-12 10:31:06
502,,lieu_4,,2020-07-12 10:31:06
504,,lieu_4,,2020-07-12 10:31:06
505,,lieu_4,,2020-07-12 10:31:06
506,,lieu_4,,2020-07-12 10:31:06
507,,lieu_4,,2020-07-12 10:31:06
508,,lieu_4,,2020-07-12 10:31:06
509,,lieu_4,,2020-07-12 10:31:06
510,,lieu_4,,2020-07-12 10:31:06
511,,lieu_4,,2020-07-12 10:31:06
512,,lieu_4,,2020-07-12 10:31:06
513,,lieu_4,,2020-07-12 10:31:06
515,,lieu_4,,2020-07-12 10:31:06
516,,lieu_4,,2020-07-12 10:31:06
517,,lieu_4,,2020-07-12 10:31:06
518,,lieu_4,,2020-07-12 10:31:06
519,,lieu_4,,2020-07-12 10:31:06
520,,lieu_4,,2020-07-12 10:31:06
521,,lieu_4,,2020-07-12 10:31:06
522,,lieu_4,,2020-07-12 10:31:06
523,,lieu_4,,2020-07-12 10:31:06
524,,lieu_4,,2020-07-12 10:31:06
526,,lieu_4,,2020-07-12 10:31:06
527,,lieu_4,,2020-07-12 10:31:06
528,,lieu_4,,2020-07-12 10:31:06
529,,lieu_4,,2020-07-12 10:31:06
530,,lieu_4,,2020-07-12 10:31:06
531,,lieu_4,,2020-07-12 10:31:06
532,,lieu_4,,2020-07-12 10:31:06
533,,lieu_4,,2020-07-12 10:31:06
534,,lieu_4,,2020-07-12 10:31:06
535,,lieu_4,,2020-07-12 10:31:06
537,,lieu_4,,2020-07-12 10:31:06
538,,lieu_4,,2020-07-12 10:31:06
539,,lieu_4,,2020-07-12 10:31:06
540,,lieu_4,,2020-07-12 10:31:06
541,,lieu_4,,2020-07-12 10:31:06
542,,lieu_4,,2020-07-12 10:31:06
543,,lieu_4,,2020-07-12 10:31:06
544,,lieu_4,,2020-07-12 10:31:06
545,,lieu_4,,2020-07-12 10:31:06
546,,lieu_4,,2020-07-12 10:31:06
447,,lieu_4,,2020-07-12 10:31:06
448,,lieu_4,,2020-07-12 10:31:06
449,,lieu_4,,2020-07-12 10:31:06
547,,lieu_8,,2020-07-25 16:18:35
557,,lieu_8,,2020-07-25 16:18:35
562,,lieu_8,,2020-07-25 16:18:35
563,,lieu_8,,2020-07-25 16:18:35
564,,lieu_8,,2020-07-25 16:18:35
565,,lieu_8,,2020-07-25 16:18:35
566,,lieu_8,,2020-07-25 16:18:35
567,,lieu_8,,2020-07-25 16:18:35
568,,lieu_8,,2020-07-25 16:18:35
548,,lieu_8,,2020-07-25 16:18:35
549,,lieu_8,,2020-07-25 16:18:35
550,,lieu_8,,2020-07-25 17:48:35
551,,lieu_8,,2020-07-26 17:48:35
552,,lieu_8,,2020-07-27 17:48:35
553,,lieu_8,,2020-07-28 17:48:35
554,,lieu_8,,2020-07-29 17:48:35
555,,lieu_8,,2020-07-30 17:48:35
556,,lieu_8,,2020-07-31 17:48:35
558,,lieu_8,,2020-08-01 17:48:35
559,,lieu_8,,2020-08-02 17:48:35
560,,lieu_8,,2020-08-03 17:48:35
561,,lieu_8,,2020-08-04 17:48:35
569,,lieu_6,,2020-07-18 18:00:01
573,,lieu_6,,2020-07-18 18:00:01
574,,lieu_6,,2020-07-18 18:00:01
575,,lieu_6,,2020-07-18 18:00:01
576,,lieu_6,,2020-07-18 18:00:01
577,,lieu_6,,2020-07-18 18:00:01
578,,lieu_6,,2020-07-18 18:00:01
579,,lieu_6,,2020-07-18 18:00:01
580,,lieu_6,,2020-07-18 18:00:01
570,,lieu_6,,2020-07-18 18:00:01
571,,lieu_6,,2020-07-18 18:00:01
572,,lieu_6,,2020-07-18 18:00:01
581,,lieu_7,,2020-07-14 20:51:22
692,,lieu_7,,2020-07-14 20:51:22
760,,lieu_7,,2020-07-14 20:51:22
771,,lieu_7,,2020-07-14 20:51:22
782,,lieu_7,,2020-07-14 20:51:22
793,,lieu_7,,2020-07-14 20:51:22
804,,lieu_7,,2020-07-14 20:51:22
815,,lieu_7,,2020-07-14 20:51:22
826,,lieu_7,,2020-07-14 20:51:22
582,,lieu_7,,2020-07-14 20:51:22
593,,lieu_7,,2020-07-14 20:51:22
604,,lieu_7,,2020-07-14 20:51:22
615,,lieu_7,,2020-07-14 20:51:22
626,,lieu_7,,2020-07-14 20:51:22
637,,lieu_7,,2020-07-14 20:51:22
648,,lieu_7,,2020-07-14 20:51:22
659,,lieu_7,,2020-07-14 20:51:22
670,,lieu_7,,2020-07-14 20:51:22
